date,closingValue,trend
2018-03-22,168.85,decrease
2018-03-23,164.94,decrease
2018-03-26,172.77,increase
2018-03-27,168.34,decrease
2018-03-28,166.48,decrease
2018-03-29,167.78,increase
2018-04-02,166.68,decrease
2018-04-03,168.39,increase
2018-04-04,171.61,increase
2018-04-05,172.8,increase
2018-04-06,168.38,decrease
2018-04-09,170.05,increase
2018-04-10,173.25,increase
2018-04-11,172.44,decrease
2018-04-12,174.14,increase
2018-04-13,174.73,increase
2018-04-16,175.82,increase
2018-04-17,178.24,increase
2018-04-18,177.84,decrease
2018-04-19,172.8,decrease
2018-04-20,165.72,decrease
2018-04-23,165.24,decrease
2018-04-24,162.94,decrease
2018-04-25,163.65,increase
2018-04-26,164.22,increase
2018-04-27,162.32,decrease
2018-04-30,165.26,increase
2018-05-01,169.1,increase
2018-05-02,176.57,increase
2018-05-03,176.89,increase
2018-05-04,183.83,increase
2018-05-07,185.16,increase
2018-05-08,186.05,increase
2018-05-09,187.36,increase
2018-05-10,190.04,increase
2018-05-11,188.59,decrease
2018-05-14,188.15,decrease
2018-05-15,186.44,decrease
2018-05-16,188.18,increase
2018-05-17,186.99,decrease
2018-05-18,186.31,decrease
2018-05-21,187.63,increase
2018-05-22,187.16,decrease
2018-05-23,188.36,increase
2018-05-24,188.15,decrease
2018-05-25,188.58,increase
2018-05-29,187.9,decrease
2018-05-30,187.5,decrease
2018-05-31,186.87,decrease
2018-06-01,190.24,increase
2018-06-04,191.83,increase
2018-06-05,193.31,increase
2018-06-06,193.98,increase
2018-06-07,193.46,decrease
2018-06-08,191.7,decrease
2018-06-11,191.23,decrease
2018-06-12,192.28,increase
2018-06-13,190.7,decrease
2018-06-14,190.8,increase
2018-06-15,188.84,decrease
2018-06-18,188.74,decrease
2018-06-19,185.69,decrease
2018-06-20,186.5,increase
2018-06-21,185.46,decrease
2018-06-22,184.92,decrease
2018-06-25,182.17,decrease
2018-06-26,184.43,increase
2018-06-27,184.16,decrease
2018-06-28,185.5,increase
2018-06-29,185.11,decrease
2018-07-02,187.18,increase
2018-07-03,183.92,decrease
2018-07-05,185.4,increase
2018-07-06,187.97,increase
2018-07-09,190.58,increase
2018-07-10,190.35,decrease
2018-07-11,187.88,decrease
2018-07-12,191.03,increase
2018-07-13,191.33,increase
2018-07-16,190.91,decrease
2018-07-17,191.45,increase
2018-07-18,190.4,decrease
2018-07-19,191.88,increase
2018-07-20,191.44,decrease
2018-07-23,191.61,increase
2018-07-24,193.0,increase
2018-07-25,194.82,increase
2018-07-26,194.21,decrease
2018-07-27,190.98,decrease
2018-07-30,189.91,decrease
2018-07-31,190.29,increase
2018-08-01,201.5,increase
2018-08-02,207.39,increase
2018-08-03,207.99,increase
2018-08-06,209.07,increase
2018-08-07,207.11,decrease
2018-08-08,207.25,increase
2018-08-09,208.88,increase
2018-08-10,207.53,decrease
2018-08-13,208.87,increase
2018-08-14,209.75,increase
2018-08-15,210.24,increase
2018-08-16,213.32,increase
2018-08-17,217.58,increase
2018-08-20,215.46,decrease
2018-08-21,215.04,decrease
2018-08-22,215.05,increase
2018-08-23,215.49,increase
2018-08-24,216.16,increase
2018-08-27,217.94,increase
2018-08-28,219.7,increase
2018-08-29,222.98,increase
2018-08-30,225.03,increase
2018-08-31,227.63,increase
2018-09-04,228.36,increase
2018-09-05,226.87,decrease
2018-09-06,223.1,decrease
2018-09-07,221.3,decrease
2018-09-10,218.33,decrease
2018-09-11,223.85,increase
2018-09-12,221.07,decrease
2018-09-13,226.41,increase
2018-09-14,223.84,decrease
2018-09-17,217.88,decrease
2018-09-18,218.24,increase
2018-09-19,218.37,increase
2018-09-20,220.03,increase
2018-09-21,217.66,decrease
2018-09-24,220.79,increase
2018-09-25,222.19,increase
2018-09-26,220.42,decrease
2018-09-27,224.95,increase
2018-09-28,225.74,increase
2018-10-01,227.26,increase
2018-10-02,229.28,increase
2018-10-03,232.07,increase
2018-10-04,227.99,decrease
2018-10-05,224.29,decrease
2018-10-08,223.77,decrease
2018-10-09,226.87,increase
2018-10-10,216.36,decrease
2018-10-11,214.45,decrease
2018-10-12,222.11,increase
2018-10-15,217.36,decrease
2018-10-16,222.15,increase
2018-10-17,221.19,decrease
2018-10-18,216.02,decrease
2018-10-19,219.31,increase
2018-10-22,220.65,increase
2018-10-23,222.73,increase
2018-10-24,215.09,decrease
2018-10-25,219.8,increase
2018-10-26,216.3,decrease
2018-10-29,212.24,decrease
2018-10-30,213.3,increase
2018-10-31,218.86,increase
2018-11-01,222.22,increase
2018-11-02,207.48,decrease
2018-11-05,201.59,decrease
2018-11-06,203.77,increase
2018-11-07,209.95,increase
2018-11-08,208.49,decrease
2018-11-09,204.47,decrease
2018-11-12,194.17,decrease
2018-11-13,192.23,decrease
2018-11-14,186.8,decrease
2018-11-15,191.41,increase
2018-11-16,193.53,increase
2018-11-19,185.86,decrease
2018-11-20,176.98,decrease
2018-11-21,176.78,decrease
2018-11-23,172.29,decrease
2018-11-26,174.62,increase
2018-11-27,174.24,decrease
2018-11-28,180.94,increase
2018-11-29,179.55,decrease
2018-11-30,178.58,decrease
2018-12-03,184.82,increase
2018-12-04,176.69,decrease
2018-12-06,174.72,decrease
2018-12-07,168.49,decrease
2018-12-10,169.6,increase
2018-12-11,168.63,decrease
2018-12-12,169.1,increase
2018-12-13,170.95,increase
2018-12-14,165.48,decrease
2018-12-17,163.94,decrease
2018-12-18,166.07,increase
2018-12-19,160.89,decrease
2018-12-20,156.83,decrease
2018-12-21,150.73,decrease
2018-12-24,146.83,decrease
2018-12-26,157.17,increase
2018-12-27,156.15,decrease
2018-12-28,156.23,increase
2018-12-31,157.74,increase
2019-01-02,157.92,increase
2019-01-03,142.19,decrease
2019-01-04,148.26,increase
2019-01-07,147.93,decrease
2019-01-08,150.75,increase
2019-01-09,153.31,increase
2019-01-10,153.8,increase
2019-01-11,152.29,decrease
2019-01-14,150.0,decrease
2019-01-15,153.07,increase
2019-01-16,154.94,increase
2019-01-17,155.86,increase
2019-01-18,156.82,increase
2019-01-22,153.3,decrease
2019-01-23,153.92,increase
2019-01-24,152.7,decrease
2019-01-25,157.76,increase
2019-01-28,156.3,decrease
2019-01-29,154.68,decrease
2019-01-30,165.25,increase
2019-01-31,166.44,increase
2019-02-01,166.52,increase
2019-02-04,171.25,increase
2019-02-05,174.18,increase
2019-02-06,174.24,increase
2019-02-07,170.94,decrease
2019-02-08,170.41,decrease
2019-02-11,169.43,decrease
2019-02-12,170.89,increase
2019-02-13,170.18,decrease
2019-02-14,170.8,increase
2019-02-15,170.42,decrease
2019-02-19,170.93,increase
2019-02-20,172.03,increase
2019-02-21,171.06,decrease
2019-02-22,172.97,increase
2019-02-25,174.23,increase
2019-02-26,174.33,increase
2019-02-27,174.87,increase
2019-02-28,173.15,decrease
2019-03-01,174.97,increase
2019-03-04,175.85,increase
2019-03-05,175.53,decrease
2019-03-06,174.52,decrease
2019-03-07,172.5,decrease
2019-03-08,172.91,increase
2019-03-11,178.9,increase
2019-03-12,180.91,increase
2019-03-13,181.71,increase
2019-03-14,183.73,increase
2019-03-15,186.12,increase
2019-03-18,188.02,increase
2019-03-19,186.53,decrease
2019-03-20,188.16,increase
2019-03-21,195.09,increase
2019-03-22,191.05,decrease
2019-03-25,188.74,decrease
2019-03-26,186.79,decrease
2019-03-27,188.47,increase
2019-03-28,188.72,increase
2019-03-29,189.95,increase
2019-04-01,191.24,increase
2019-04-02,194.02,increase
2019-04-03,195.35,increase
2019-04-04,195.69,increase
2019-04-05,197.0,increase
2019-04-08,200.1,increase
2019-04-09,199.5,decrease
2019-04-10,200.62,increase
2019-04-11,198.95,decrease
2019-04-12,198.87,decrease
2019-04-15,199.23,increase
2019-04-16,199.25,increase
2019-04-17,203.13,increase
2019-04-18,203.86,increase
2019-04-22,204.53,increase
2019-04-23,207.48,increase
2019-04-24,207.16,decrease
2019-04-25,205.28,decrease
2019-04-26,204.3,decrease
2019-04-29,204.61,increase
2019-04-30,200.67,decrease
2019-05-01,210.52,increase
2019-05-02,209.15,decrease
2019-05-03,211.75,increase
2019-05-06,208.48,decrease
2019-05-07,202.86,decrease
2019-05-08,202.9,increase
2019-05-09,200.72,decrease
2019-05-10,197.18,decrease
2019-05-13,185.72,decrease
2019-05-14,188.66,increase
2019-05-15,190.92,increase
2019-05-16,190.08,decrease
2019-05-17,189.0,decrease
2019-05-20,183.09,decrease
2019-05-21,186.6,increase
2019-05-22,182.78,decrease
2019-05-23,179.66,decrease
2019-05-24,178.97,decrease
2019-05-28,178.23,decrease
2019-05-29,177.38,decrease
2019-05-30,178.3,increase
2019-05-31,175.07,decrease
2019-06-03,173.3,decrease
2019-06-04,179.64,increase
2019-06-05,182.54,increase
2019-06-06,185.22,increase
2019-06-07,190.15,increase
2019-06-10,192.58,increase
2019-06-11,194.81,increase
2019-06-12,194.19,decrease
2019-06-13,194.15,decrease
2019-06-14,192.74,decrease
2019-06-17,193.89,increase
2019-06-18,198.45,increase
2019-06-19,197.87,decrease
2019-06-20,199.46,increase
2019-06-21,198.78,decrease
2019-06-24,198.58,decrease
2019-06-25,195.57,decrease
2019-06-26,199.8,increase
2019-06-27,199.74,decrease
2019-06-28,197.92,decrease
2019-07-01,201.55,increase
2019-07-02,202.73,increase
2019-07-03,204.41,increase
2019-07-05,204.23,decrease
2019-07-08,200.02,decrease
2019-07-09,201.24,increase
2019-07-10,203.23,increase
2019-07-11,201.75,decrease
2019-07-12,203.3,increase
2019-07-15,205.21,increase
2019-07-16,204.5,decrease
2019-07-17,203.35,decrease
2019-07-18,205.66,increase
2019-07-19,202.59,decrease
2019-07-22,207.22,increase
2019-07-23,208.84,increase
2019-07-24,208.67,decrease
2019-07-25,207.02,decrease
2019-07-26,207.74,increase
2019-07-29,209.68,increase
2019-07-30,208.78,decrease
2019-07-31,213.04,increase
2019-08-01,208.43,decrease
2019-08-02,204.02,decrease
2019-08-05,193.34,decrease
2019-08-06,197.0,increase
2019-08-07,199.04,increase
2019-08-08,203.43,increase
2019-08-09,200.99,decrease
2019-08-12,200.48,decrease
2019-08-13,208.97,increase
2019-08-14,202.75,decrease
2019-08-15,201.74,decrease
2019-08-16,206.5,increase
2019-08-19,210.35,increase
2019-08-20,210.36,increase
2019-08-21,212.64,increase
2019-08-22,212.46,decrease
2019-08-23,202.64,decrease
2019-08-26,206.49,increase
2019-08-27,204.16,decrease
2019-08-28,205.53,increase
2019-08-29,209.01,increase
2019-08-30,208.74,decrease
2019-09-03,205.7,decrease
2019-09-04,209.19,increase
2019-09-05,213.28,increase
2019-09-06,213.26,decrease
2019-09-09,214.17,increase
2019-09-10,216.7,increase
2019-09-11,223.59,increase
2019-09-12,223.09,decrease
2019-09-13,218.75,decrease
2019-09-16,219.9,increase
2019-09-17,220.7,increase
2019-09-18,222.77,increase
2019-09-19,220.96,decrease
2019-09-20,217.73,decrease
2019-09-23,218.72,increase
2019-09-24,217.68,decrease
2019-09-25,221.03,increase
2019-09-26,219.89,decrease
2019-09-27,218.82,decrease
2019-09-30,223.97,increase
2019-10-01,224.59,increase
2019-10-02,218.96,decrease
2019-10-03,220.82,increase
2019-10-04,227.01,increase
2019-10-07,227.06,increase
2019-10-08,224.4,decrease
2019-10-09,227.03,increase
2019-10-10,230.09,increase
2019-10-11,236.21,increase
2019-10-14,235.87,decrease
2019-10-15,235.32,decrease
2019-10-16,234.37,decrease
2019-10-17,235.28,increase
2019-10-18,236.41,increase
2019-10-21,240.51,increase
2019-10-22,239.96,decrease
2019-10-23,243.18,increase
2019-10-24,243.58,increase
2019-10-25,246.58,increase
2019-10-28,249.05,increase
2019-10-29,243.29,decrease
2019-10-30,243.26,decrease
2019-10-31,248.76,increase
2019-11-01,255.82,increase
2019-11-04,257.5,increase
2019-11-05,257.13,decrease
2019-11-06,257.24,increase
2019-11-07,259.43,increase
2019-11-08,260.14,increase
2019-11-11,262.2,increase
2019-11-12,261.96,decrease
2019-11-13,264.47,increase
2019-11-14,262.64,decrease
2019-11-15,265.76,increase
2019-11-18,267.1,increase
2019-11-19,266.29,decrease
2019-11-20,263.19,decrease
2019-11-21,262.01,decrease
2019-11-22,261.78,decrease
2019-11-25,266.37,increase
2019-11-26,264.29,decrease
2019-11-27,267.84,increase
2019-11-29,267.25,decrease
2019-12-02,264.16,decrease
2019-12-03,259.45,decrease
2019-12-04,261.74,increase
2019-12-05,265.58,increase
2019-12-06,270.71,increase
2019-12-09,266.92,decrease
2019-12-10,268.48,increase
2019-12-11,270.77,increase
2019-12-12,271.46,increase
2019-12-13,275.15,increase
2019-12-16,279.86,increase
2019-12-17,280.41,increase
2019-12-18,279.74,decrease
2019-12-19,280.02,increase
2019-12-20,279.44,decrease
2019-12-23,284.0,increase
2019-12-24,284.27,increase
2019-12-26,289.91,increase
2019-12-27,289.8,decrease
2019-12-30,291.52,increase
2019-12-31,293.65,increase
2020-01-02,300.35,increase
2020-01-03,297.43,decrease
2020-01-06,299.8,increase
2020-01-07,298.39,decrease
2020-01-08,303.19,increase
2020-01-09,309.63,increase
2020-01-10,310.33,increase
2020-01-13,316.96,increase
2020-01-14,312.68,decrease
2020-01-15,311.34,decrease
2020-01-16,315.24,increase
2020-01-17,318.73,increase
2020-01-21,316.57,decrease
2020-01-22,317.7,increase
2020-01-23,319.23,increase
2020-01-24,318.31,decrease
2020-01-27,308.95,decrease
2020-01-28,317.69,increase
2020-01-29,324.34,increase
2020-01-30,323.87,decrease
2020-01-31,309.51,decrease
2020-02-03,308.66,decrease
2020-02-04,318.85,increase
2020-02-05,321.45,increase
2020-02-06,325.21,increase
2020-02-07,320.03,decrease
2020-02-10,321.55,increase
2020-02-11,319.61,decrease
2020-02-12,327.2,increase
2020-02-13,324.87,decrease
2020-02-14,324.95,increase
2020-02-18,319.0,decrease
2020-02-19,323.62,increase
2020-02-20,320.3,decrease
2020-02-21,313.05,decrease
2020-02-24,298.18,decrease
2020-02-25,288.08,decrease
2020-02-26,292.65,increase
2020-02-27,273.52,decrease
2020-02-28,273.36,decrease
2020-03-02,298.81,increase
2020-03-03,289.32,decrease
2020-03-04,302.74,increase
2020-03-05,292.92,decrease
2020-03-06,289.03,decrease
2020-03-09,266.17,decrease
2020-03-10,285.34,increase
2020-03-11,275.43,decrease
2020-03-12,248.23,decrease
2020-03-13,277.97,increase
2020-03-16,242.21,decrease
2020-03-17,252.86,increase
2020-03-18,246.67,decrease
2020-03-19,244.78,decrease
2020-03-20,229.24,decrease
2020-03-23,224.37,decrease
2020-03-24,246.88,increase
2020-03-25,245.52,decrease
2020-03-26,258.44,increase
2020-03-27,247.74,decrease
2020-03-30,254.81,increase
2020-03-31,254.29,decrease
2020-04-01,240.91,decrease
2020-04-02,244.93,increase
2020-04-03,241.41,decrease
2020-04-06,262.47,increase
2020-04-07,259.43,decrease
2020-04-08,266.07,increase
2020-04-09,267.99,increase
2020-04-13,273.25,increase
2020-04-14,287.05,increase
2020-04-15,284.43,decrease
2020-04-16,286.69,increase
2020-04-17,282.8,decrease
2020-04-20,276.93,decrease
2020-04-21,268.37,decrease
2020-04-22,276.1,increase
2020-04-23,275.03,decrease
2020-04-24,282.97,increase
2020-04-27,283.17,increase
2020-04-28,278.58,decrease
2020-04-29,287.73,increase
2020-04-30,293.8,increase
2020-05-01,289.07,decrease
2020-05-04,293.16,increase
2020-05-05,297.56,increase
2020-05-06,300.63,increase
2020-05-07,303.74,increase
2020-05-08,310.13,increase
2020-05-11,315.01,increase
2020-05-12,311.41,decrease
2020-05-13,307.65,decrease
2020-05-14,309.54,increase
2020-05-15,307.71,decrease
2020-05-18,314.96,increase
2020-05-19,313.14,decrease
2020-05-20,319.23,increase
2020-05-21,316.85,decrease
2020-05-22,318.89,increase
2020-05-26,316.73,decrease
2020-05-27,318.11,increase
2020-05-28,318.25,increase
2020-05-29,317.94,decrease
2020-06-01,321.85,increase
2020-06-02,323.34,increase
2020-06-03,325.12,increase
2020-06-04,322.32,decrease
2020-06-05,331.5,increase
2020-06-08,333.46,increase
2020-06-09,343.99,increase
2020-06-10,352.84,increase
2020-06-11,335.9,decrease
2020-06-12,338.8,increase
2020-06-15,342.99,increase
2020-06-16,352.08,increase
2020-06-17,351.59,decrease
2020-06-18,351.73,increase
2020-06-19,349.72,decrease
2020-06-22,358.87,increase
2020-06-23,366.53,increase
2020-06-24,360.06,decrease
2020-06-25,364.84,increase
2020-06-26,353.63,decrease
2020-06-29,361.78,increase
2020-06-30,364.8,increase
2020-07-01,364.11,decrease
2020-07-02,364.11,stable
2020-07-06,373.85,increase
2020-07-07,372.69,decrease
2020-07-08,381.37,increase
2020-07-09,383.01,increase
2020-07-10,383.68,increase
2020-07-13,381.91,decrease
2020-07-14,388.23,increase
2020-07-15,390.9,increase
2020-07-16,386.09,decrease
2020-07-17,385.31,decrease
2020-07-20,393.43,increase
2020-07-21,388.0,decrease
2020-07-22,389.09,increase
2020-07-23,371.38,decrease
2020-07-24,370.46,decrease
2020-07-27,379.24,increase
2020-07-28,373.01,decrease
2020-07-29,380.16,increase
2020-07-30,384.76,increase
2020-07-31,425.04,increase
2020-08-03,435.75,increase
2020-08-04,438.66,increase
2020-08-05,440.25,increase
2020-08-06,455.61,increase
2020-08-07,444.45,decrease
2020-08-10,450.91,increase
2020-08-11,437.5,decrease
2020-08-12,452.04,increase
2020-08-13,460.04,increase
2020-08-14,459.63,decrease
2020-08-17,458.43,decrease
2020-08-18,462.25,increase
2020-08-19,462.83,increase
2020-08-20,473.1,increase
2020-08-21,497.48,increase
2020-08-24,503.43,increase
2020-08-25,499.3,decrease
2020-08-26,506.09,increase
2020-08-27,500.04,decrease
2020-08-28,499.23,decrease
2020-08-31,129.04,decrease
2020-09-01,134.18,increase
2020-09-02,131.4,decrease
2020-09-03,120.88,decrease
2020-09-04,120.96,increase
2020-09-08,112.82,decrease
2020-09-09,117.32,increase
2020-09-10,113.49,decrease
2020-09-11,112.0,decrease
2020-09-14,115.355,increase
2020-09-15,115.54,increase
2020-09-16,112.13,decrease
2020-09-17,110.34,decrease
2020-09-18,106.84,decrease
2020-09-21,110.08,increase
2020-09-22,111.81,increase
2020-09-23,107.12,decrease
2020-09-24,108.22,increase
2020-09-25,112.28,increase
2020-09-28,114.96,increase
2020-09-29,114.09,decrease
2020-09-30,115.81,increase
2020-10-01,116.79,increase
2020-10-02,113.02,decrease
2020-10-05,116.5,increase
2020-10-06,113.16,decrease
2020-10-07,115.08,increase
2020-10-08,114.97,decrease
2020-10-09,116.97,increase
2020-10-12,124.4,increase
2020-10-13,121.1,decrease
2020-10-14,121.19,increase
2020-10-15,120.71,decrease
2020-10-16,119.02,decrease
2020-10-19,115.98,decrease
2020-10-20,117.51,increase
2020-10-21,116.87,decrease
2020-10-22,115.75,decrease
2020-10-23,115.04,decrease
2020-10-26,115.05,increase
2020-10-27,116.6,increase
2020-10-28,111.2,decrease
2020-10-29,115.32,increase
2020-10-30,108.86,decrease
2020-11-02,108.77,decrease
2020-11-03,110.44,increase
2020-11-04,114.95,increase
2020-11-05,119.03,increase
2020-11-06,118.69,decrease
2020-11-09,116.32,decrease
2020-11-10,115.97,decrease
2020-11-11,119.49,increase
2020-11-12,119.21,decrease
2020-11-13,119.26,increase
2020-11-16,120.3,increase
2020-11-17,119.39,decrease
2020-11-18,118.03,decrease
2020-11-19,118.64,increase
2020-11-20,117.34,decrease
2020-11-23,113.85,decrease
2020-11-24,115.17,increase
2020-11-25,116.03,increase
2020-11-27,116.59,increase
2020-11-30,119.05,increase
2020-12-01,122.72,increase
2020-12-02,123.08,increase
2020-12-03,122.94,decrease
2020-12-04,122.25,decrease
2020-12-07,123.75,increase
2020-12-08,124.38,increase
2020-12-09,121.78,decrease
2020-12-10,123.24,increase
2020-12-11,122.41,decrease
2020-12-14,121.78,decrease
2020-12-15,127.88,increase
2020-12-16,127.81,decrease
2020-12-17,128.7,increase
2020-12-18,126.655,decrease
2020-12-21,128.23,increase
2020-12-22,131.88,increase
2020-12-23,130.96,decrease
2020-12-24,131.97,increase
2020-12-28,136.69,increase
2020-12-29,134.87,decrease
2020-12-30,133.72,decrease
2020-12-31,132.69,decrease
2021-01-04,129.41,decrease
2021-01-05,131.01,increase
2021-01-06,126.6,decrease
2021-01-07,130.92,increase
2021-01-08,132.05,increase
2021-01-11,128.98,decrease
2021-01-12,128.8,decrease
2021-01-13,130.89,increase
2021-01-14,128.91,decrease
2021-01-15,127.14,decrease
2021-01-19,127.83,increase
2021-01-20,132.03,increase
2021-01-21,136.87,increase
2021-01-22,139.07,increase
2021-01-25,142.92,increase
2021-01-26,143.16,increase
2021-01-27,142.06,decrease
2021-01-28,137.09,decrease
2021-01-29,131.96,decrease
2021-02-01,134.14,increase
2021-02-02,134.99,increase
2021-02-03,133.94,decrease
2021-02-04,137.39,increase
2021-02-05,136.76,decrease
2021-02-08,136.91,increase
2021-02-09,136.01,decrease
2021-02-10,135.39,decrease
2021-02-11,135.13,decrease
2021-02-12,135.37,increase
2021-02-16,133.19,decrease
2021-02-17,130.84,decrease
2021-02-18,129.71,decrease
2021-02-19,129.87,increase
2021-02-22,126.0,decrease
2021-02-23,125.86,decrease
2021-02-24,125.35,decrease
2021-02-25,120.99,decrease
2021-02-26,121.26,increase
2021-03-01,127.79,increase
2021-03-02,125.12,decrease
2021-03-03,122.06,decrease
2021-03-04,120.13,decrease
2021-03-05,121.42,increase
2021-03-08,116.36,decrease
2021-03-09,121.085,increase
2021-03-10,119.98,decrease
2021-03-11,121.96,increase
2021-03-12,121.03,decrease
2021-03-15,123.99,increase
2021-03-16,125.57,increase
2021-03-17,124.76,decrease
2021-03-18,120.53,decrease
2021-03-19,119.99,decrease
2021-03-22,123.39,increase
2021-03-23,122.54,decrease
2021-03-24,120.09,decrease
2021-03-25,120.59,increase
2021-03-26,121.21,increase
2021-03-29,121.39,increase
2021-03-30,119.9,decrease
2021-03-31,122.15,increase
2021-04-01,123.0,increase
2021-04-05,125.9,increase
2021-04-06,126.21,increase
2021-04-07,127.9,increase
2021-04-08,130.36,increase
2021-04-09,132.995,increase
2021-04-12,131.24,decrease
2021-04-13,134.43,increase
2021-04-14,132.03,decrease
2021-04-15,134.5,increase
2021-04-16,134.16,decrease
2021-04-19,134.84,increase
2021-04-20,133.11,decrease
2021-04-21,133.5,increase
2021-04-22,131.94,decrease
2021-04-23,134.32,increase
2021-04-26,134.72,increase
2021-04-27,134.39,decrease
2021-04-28,133.58,decrease
2021-04-29,133.48,decrease
2021-04-30,131.46,decrease
2021-05-03,132.54,increase
2021-05-04,127.85,decrease
2021-05-05,128.1,increase
2021-05-06,129.74,increase
2021-05-07,130.21,increase
2021-05-10,126.85,decrease
2021-05-11,125.91,decrease
2021-05-12,122.77,decrease
2021-05-13,124.97,increase
2021-05-14,127.45,increase
2021-05-17,126.27,decrease
2021-05-18,124.85,decrease
2021-05-19,124.69,decrease
2021-05-20,127.31,increase
2021-05-21,125.43,decrease
2021-05-24,127.1,increase
2021-05-25,126.9,decrease
2021-05-26,126.85,decrease
2021-05-27,125.28,decrease
2021-05-28,124.61,decrease
2021-06-01,124.28,decrease
2021-06-02,125.06,increase
2021-06-03,123.54,decrease
2021-06-04,125.89,increase
2021-06-07,125.9,increase
2021-06-08,126.74,increase
2021-06-09,127.13,increase
2021-06-10,126.11,decrease
2021-06-11,127.35,increase
2021-06-14,130.48,increase
2021-06-15,129.64,decrease
2021-06-16,130.15,increase
2021-06-17,131.79,increase
2021-06-18,130.46,decrease
2021-06-21,132.3,increase
2021-06-22,133.98,increase
2021-06-23,133.7,decrease
2021-06-24,133.41,decrease
2021-06-25,133.11,decrease
2021-06-28,134.78,increase
2021-06-29,136.33,increase
2021-06-30,136.96,increase
2021-07-01,137.27,increase
2021-07-02,139.96,increase
2021-07-06,142.02,increase
2021-07-07,144.57,increase
2021-07-08,143.24,decrease
2021-07-09,145.11,increase
2021-07-12,144.5,decrease
2021-07-13,145.64,increase
2021-07-14,149.15,increase
2021-07-15,148.48,decrease
2021-07-16,146.39,decrease
2021-07-19,142.45,decrease
2021-07-20,146.15,increase
2021-07-21,145.4,decrease
2021-07-22,146.8,increase
2021-07-23,148.56,increase
2021-07-26,148.99,increase
2021-07-27,146.77,decrease
2021-07-28,144.98,decrease
2021-07-29,145.64,increase
2021-07-30,145.86,increase
2021-08-02,145.52,decrease
2021-08-03,147.36,increase
2021-08-04,146.95,decrease
2021-08-05,147.06,increase
2021-08-06,146.14,decrease
2021-08-09,146.09,decrease
2021-08-10,145.6,decrease
2021-08-11,145.86,increase
2021-08-12,148.89,increase
2021-08-13,149.1,increase
2021-08-16,151.12,increase
2021-08-17,150.19,decrease
2021-08-18,146.36,decrease
2021-08-19,146.7,increase
2021-08-20,148.19,increase
2021-08-23,149.71,increase
2021-08-24,149.62,decrease
2021-08-25,148.36,decrease
2021-08-26,147.54,decrease
2021-08-27,148.6,increase
2021-08-30,153.12,increase
2021-08-31,151.83,decrease
2021-09-01,152.51,increase
2021-09-02,153.65,increase
2021-09-03,154.3,increase
2021-09-07,156.69,increase
2021-09-08,155.11,decrease
2021-09-09,154.07,decrease
2021-09-10,148.97,decrease
2021-09-13,149.55,increase
2021-09-14,148.12,decrease
2021-09-15,149.03,increase
2021-09-16,148.79,decrease
2021-09-17,146.06,decrease
2021-09-20,142.94,decrease
2021-09-21,143.43,increase
2021-09-22,145.85,increase
2021-09-23,146.83,increase
2021-09-24,146.92,increase
2021-09-27,145.37,decrease
2021-09-28,141.91,decrease
2021-09-29,142.83,increase
2021-09-30,141.5,decrease
2021-10-01,142.65,increase
2021-10-04,139.14,decrease
2021-10-05,141.11,increase
2021-10-06,142.0,increase
2021-10-07,143.29,increase
2021-10-08,142.9,decrease
2021-10-11,142.81,decrease
2021-10-12,141.51,decrease
2021-10-13,140.91,decrease
2021-10-14,143.76,increase
2021-10-15,144.84,increase
2021-10-18,146.55,increase
2021-10-19,148.76,increase
2021-10-20,149.26,increase
2021-10-21,149.48,increase
2021-10-22,148.69,decrease
2021-10-25,148.64,decrease
2021-10-26,149.32,increase
2021-10-27,148.85,decrease
2021-10-28,152.57,increase
2021-10-29,149.8,decrease
2021-11-01,148.96,decrease
2021-11-02,150.02,increase
2021-11-03,151.49,increase
2021-11-04,150.96,decrease
2021-11-05,151.28,increase
2021-11-08,150.44,decrease
2021-11-09,150.81,increase
2021-11-10,147.92,decrease
2021-11-11,147.87,decrease
2021-11-12,149.99,increase
2021-11-15,150.0,increase
2021-11-16,151.0,increase
2021-11-17,153.49,increase
2021-11-18,157.87,increase
2021-11-19,160.55,increase
2021-11-22,161.02,increase
2021-11-23,161.41,increase
2021-11-24,161.94,increase
2021-11-26,156.81,decrease
2021-11-29,160.24,increase
2021-11-30,165.3,increase
2021-12-01,164.77,decrease
2021-12-02,163.76,decrease
2021-12-03,161.84,decrease
2021-12-06,165.32,increase
2021-12-07,171.18,increase
2021-12-08,175.08,increase
2021-12-09,174.56,decrease
2021-12-10,179.45,increase
2021-12-13,175.74,decrease
2021-12-14,174.33,decrease
2021-12-15,179.3,increase
2021-12-16,172.26,decrease
2021-12-17,171.14,decrease
2021-12-20,169.75,decrease
2021-12-21,172.99,increase
2021-12-22,175.64,increase
2021-12-23,176.28,increase
2021-12-27,180.33,increase
2021-12-28,179.29,decrease
2021-12-29,179.38,increase
2021-12-30,178.2,decrease
2021-12-31,177.57,decrease
2022-01-03,182.01,increase
2022-01-04,179.7,decrease
2022-01-05,174.92,decrease
2022-01-06,172.0,decrease
2022-01-07,172.17,increase
2022-01-10,172.19,increase
2022-01-11,175.08,increase
2022-01-12,175.53,increase
2022-01-13,172.19,decrease
2022-01-14,173.07,increase
2022-01-18,169.8,decrease
2022-01-19,166.23,decrease
2022-01-20,164.51,decrease
2022-01-21,162.41,decrease
