date,sentiment_score
2022-05-26,-0.7346851
2022-05-25,-0.50004905
2022-05-24,-0.9732496
2022-05-23,-0.93673384
2022-05-22,-0.68625
2022-05-21,-0.69759285
2022-05-20,-0.69690704
2022-05-19,-0.7056729
2022-05-18,-0.7670801
2022-05-17,-0.8976649
2022-05-16,-0.5814524
2022-05-15,-0.6511326
2022-05-14,-0.93986243
2022-05-13,-0.85753554
2022-05-12,-0.6985962
2022-05-11,-0.42999977
2022-05-10,-0.01924414
2022-05-09,-0.669574
2022-05-08,-0.60636556
2022-05-07,-0.5164492
2022-05-06,-0.80372304
2022-05-05,-0.38925105
2022-05-04,-0.86702967
2022-05-03,-0.6179845
2022-05-02,-0.0030215203
2022-05-01,-0.3952418
2022-04-30,-0.72451854
2022-04-29,-0.19597821
2022-04-28,-0.3342074
2022-04-27,-0.6048549
2022-04-26,-0.5070826
2022-04-25,-0.30032033
2022-04-24,-0.3848032
2022-04-23,-0.7203824
2022-04-22,-0.9993879
2022-04-21,-0.59846056
2022-04-20,-0.6425941
2022-04-19,-0.79612136
2022-04-18,-0.91033983
2022-04-17,-0.53732246
2022-04-16,-0.14297137
2022-04-15,-0.5297703
2022-04-14,-0.7022071
2022-04-13,-0.6334306
2022-04-12,-0.5549792
2022-04-11,-0.6681416
2022-04-10,-0.2961383
2022-04-09,-0.3338223
2022-04-08,-0.660307
2022-04-07,-0.63878554
2022-04-06,-0.9006273
2022-04-05,-0.8758728
2022-04-04,-0.61689496
2022-04-03,-0.59874904
2022-04-02,-0.8935338
2022-04-01,-0.76473445
2022-03-31,-0.6260076
2022-03-30,-0.5009153
2022-03-29,-0.4753457
2022-03-28,-0.52146566
2022-03-27,-0.52200425
2022-03-26,-0.54564273
2022-03-25,-0.4150396
2022-03-24,-0.541455
2022-03-23,-0.99761593
2022-03-22,-0.71607393
2022-03-21,-0.2242798
2022-03-20,-0.734187
2022-03-19,-0.7552765
2022-03-18,-0.52324945
2022-03-17,-0.6907495
2022-03-16,-0.26347774
2022-03-15,-0.722344
2022-03-14,-0.5750206
2022-03-13,-0.72200876
2022-03-12,-0.7871799
2022-03-11,-0.5774174
2022-03-10,-0.84782827
2022-03-09,-0.21290731
2022-03-08,-0.9991048
2022-03-07,-0.9989209
2022-03-06,-0.848904
2022-03-05,-0.6968738
2022-03-04,-0.78294146
2022-03-03,-0.79944074
2022-03-02,-0.8976517
2022-03-01,-0.31184304
2022-02-28,-0.47804847
2022-02-27,-0.79515475
2022-02-26,-0.53436756
2022-02-25,-0.5283905
2022-02-24,-0.9206112
2022-02-23,-0.4605412
2022-02-22,-0.8542784
2022-02-21,-0.6710712
2022-02-20,-0.71345395
2022-02-19,-0.7061947
2022-02-18,-0.8571151
2022-02-17,-0.71039903
2022-02-16,-0.3721693
2022-02-15,-0.6912388
2022-02-14,-0.49406558
2022-02-13,-0.9924167
2022-02-12,-0.77189505
2022-02-11,-0.823805
2022-02-10,-0.537477
2022-02-09,-0.99503744
2022-02-08,-0.8416297
2022-02-07,-0.5551645
2022-02-06,-0.8102849
2022-02-05,-0.7924248
2022-02-04,-0.7848907
2022-02-03,-0.7951748
2022-02-02,-0.7650417
2022-02-01,-0.7475476
2022-01-31,-0.49491525
2022-01-30,-0.80070984
2022-01-29,-0.60056555
2022-01-28,-0.1865144
2022-01-27,-0.70168096
2022-01-26,-0.58211684
2022-01-25,-0.30116743
2022-01-24,-0.14249898
2022-01-23,-0.28250456
2022-01-22,-0.809923
2022-01-21,-0.5728174
2022-01-20,-0.76371676
2022-01-19,-0.7047935
2022-01-18,-0.63964003
2022-01-17,-0.93392485
2022-01-16,-0.79586107
2022-01-15,-0.5954798
2022-01-14,-0.10875909
2022-01-13,-0.5093904
2022-01-12,-0.99852276
2022-01-11,-0.63070905
2022-01-10,-0.66847104
2022-01-09,-0.5727598
2022-01-08,-0.6054021
2022-01-07,-0.8193592
2022-01-06,-0.5980986
2022-01-05,-0.31487855
2022-01-04,-0.6163171
2022-01-03,-0.5670315
2022-01-02,-0.6976781
2022-01-01,-0.82293606
2021-12-31,-0.4435028
2021-12-30,-0.7631484
2021-12-29,-0.5966545
2021-12-28,-0.6954497
2021-12-27,-0.7972568
2021-12-26,-0.57541555
2021-12-25,-0.892737
2021-12-24,-0.94346845
2021-12-23,-0.8998271
2021-12-22,-0.8015095
2021-12-21,-0.983781
2021-12-20,-0.68729603
2021-12-19,-0.79478824
2021-12-18,-0.63481057
2021-12-17,-0.7161133
2021-12-16,-0.88981134
2021-12-15,-0.64152986
2021-12-14,-0.60744184
2021-12-13,-0.7998044
2021-12-12,-0.48709416
2021-12-11,-0.59923255
2021-12-10,-0.014074701
2021-12-09,-0.39839175
2021-12-08,-0.5915392
2021-12-07,-0.5669144
2021-12-06,-0.8498764
2021-12-05,-0.7897782
2021-12-04,-0.9791115
2021-12-03,-0.8134928
2021-12-02,-0.5078083
2021-12-01,-0.9479197
2021-11-30,-0.5916407
2021-11-29,-0.8749143
2021-11-28,-0.92242515
2021-11-27,-0.81817186
2021-11-26,-0.98853207
2021-11-25,-0.71747816
2021-11-24,-0.72001433
2021-11-23,-0.72727156
2021-11-22,-0.97381175
2021-11-21,-0.86342204
2021-11-20,-0.91059923
2021-11-19,-0.59875333
2021-11-18,-0.7813222
2021-11-17,-0.5645885
2021-11-16,-0.6022335
2021-11-15,-0.7613861
2021-11-14,-0.6893592
2021-11-13,-0.58741903
2021-11-12,-0.6654049
2021-11-11,-0.8741046
2021-11-10,-0.6494092
2021-11-09,-0.99854124
2021-11-08,-0.70018923
2021-11-07,-0.52623326
2021-11-06,-0.499271
2021-11-05,-0.83859456
2021-11-04,-0.53388464
2021-11-03,-0.7987801
2021-11-02,-0.6534208
2021-11-01,-0.6628287
2021-10-31,-0.42658693
2021-10-30,-0.48221016
2021-10-29,-0.36657125
2021-10-28,-0.22829607
2021-10-27,-0.70390844
2021-10-26,-0.17739043
2021-10-25,-0.67407197
2021-10-24,-0.29974568
2021-10-23,-0.70415705
2021-10-22,-0.82537377
2021-10-21,-0.79981565
2021-10-20,-0.33920464
2021-10-19,-0.892251
2021-10-18,-0.8996841
2021-10-17,-0.81656706
2021-10-16,-0.6873002
2021-10-15,-0.65277404
2021-10-14,-0.82230264
2021-10-13,-0.4402536
2021-10-12,-0.694967
2021-10-11,-0.8472079
2021-10-10,-0.6989444
2021-10-09,-0.7537986
2021-10-08,-0.7060939
2021-10-07,-0.6437483
2021-10-06,-0.56640565
2021-10-05,-0.42815432
2021-10-04,-0.9449552
